ID,Project.Name,Camera.Trap.Name,Latitude,Longitude,Sampling.Event,Photo.Type,Photo.Date,Photo.time,Raw.Name,Class,Order,Family,Genus,Species,Number.of.Animals,Person.Identifying.the.Photo,Camera.Serial.Number,Camera.Start.Date,Camera.End.Date,Person.setting.up.the.Camera,Person.picking.up.the.Camera,Camera.Manufacturer,Camera.Model,Sequence.Info,Moon.Phase,Temperature,Flash,Organization.Name
368,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-23,21:25:00,Tres Colinas_Tepezcuintle (1).JPG,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,paca,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
369,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-23,21:25:00,Tres Colinas_Tepezcuintle (23).JPG,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,paca,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
370,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:11,Tres Colinas_Danta (102).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
371,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:11,Tres Colinas_Danta (103).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
372,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:12,Tres Colinas_Danta (104).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
373,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:25,Tres Colinas_Danta (105).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
374,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:26,Tres Colinas_Danta (106).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
375,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:27,Tres Colinas_Danta (107).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
376,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:42,Tres Colinas_Danta (108).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
377,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:43,Tres Colinas_Danta (109).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
378,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:43,Tres Colinas_Danta (110).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
379,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:57,Tres Colinas_Danta (111).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
380,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:58,Tres Colinas_Danta (112).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
381,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:24:58,Tres Colinas_Danta (113).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
382,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:25:12,Tres Colinas_Danta (114).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
383,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:25:12,Tres Colinas_Danta (115).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
384,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-24,06:25:13,Tres Colinas_Danta (116).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
385,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-26,00:48:07,Tres Colinas_Danta (117).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
386,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-26,00:48:07,Tres Colinas_Danta (118).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
387,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-26,00:48:08,Tres Colinas_Danta (119).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
388,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-28,04:42:34,Tres Colinas_Danta (1).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
389,Biomonitoreo participativo ACLAP,CT-ACLAP-2019-2023-TC-01-1,9.12010704,-83.0803525,Tres Colinas - Huacas,Animal,2020-03-28,04:42:34,Tres Colinas_Danta (120).JPG,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,1,Jorge Picado,PNUD-Paisajes Productivos,2019-12-21,2020-03-28,,,Bushnell,Trophy Cam HD,,,,0,Brigada Tres Colinas
