eventID,locality,samplingProtocol,eventRemarks,endEventDate,parentEventID,startEventDate,decimalLatitude,sampleSizeUnit,decimalLongitude
2020-09-18T10:03:28.756834,AB-01 Altamira de Biolley-01,Protocolo de Pronamec,,1600445700000,Pronamec,1600444800000,9.005495,metro,-83.009009
2020-09-18T10:03:30.964644,AB-01 Altamira de Biolley-01,Protocolo de Pronamec,,1600445700000,Pronamec,1600444800000,9.005495,metro,-83.009009
2020-09-23T08:17:11.826509,RC-01 Guadalajara,Protocolo de Pronamec,cantando ,1600790400000,Pronamec,1600787400000,9.240598,metro,-83.386852
2020-09-26T16:55:00.075745,RC-01 Guadalajara,Protocolo de Pronamec,perchado cantando ,1601122500000,Pronamec,1601120400000,9.240598,metro,-83.386852
2020-09-26T16:56:33.275085,RC-01 Guadalajara,Protocolo de Pronamec,perchado cantando ,1601128500000,Pronamec,1601125740000,9.240598,metro,-83.386852
2020-10-03T12:12:29.598252,RC-01 Guadalajara,Protocolo de Pronamec,se dirigía hacia el este ,1601743200000,Pronamec,1601742900000,9.240598,metro,-83.386852
2020-10-07T14:35:31.522336,RC-01 Guadalajara,Protocolo de Pronamec,forrajeando ,1601821500000,Pronamec,1601813340000,9.240598,metro,-83.386852
2020-10-07T14:35:35.586673,RC-01 Guadalajara,Protocolo de Pronamec,forrajeando ,1601821500000,Pronamec,1601813340000,9.240598,metro,-83.386852
2020-10-07T14:37:16.627431,RC-01 Guadalajara,Protocolo de Pronamec,cantando ,1601817300000,Pronamec,1601813700000,9.240598,metro,-83.386852
2020-10-07T14:43:19.569098,RC-01 Guadalajara,Protocolo de Pronamec,cantando ,1601820000000,Pronamec,1601817540000,9.240598,metro,-83.386852
2020-10-07T14:44:48.758712,RC-01 Guadalajara,Protocolo de Pronamec,forrajeando ,1601820000000,Pronamec,1601813640000,9.240598,metro,-83.386852
2020-11-01T12:17:44.024984,JD-01 El Jardín,Protocolo de Pronamec,,1604254560000,Pronamec,1606068600000,9.547534,metro,-83.717324
